XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,Profile hour,,,,
962.35,5.76,nan,25,2023/09/14,07:02:04,7.1992862,61.6805074,492.654,7,7,ASCENT,ASCENT,,
962.24,5.76,nan,25,2023/09/14,07:02:05,7.1992734,61.6805092,492.252,7,7,ASCENT,ASCENT,,
962.07,5.74,nan,25,2023/09/14,07:02:06,7.1992788,61.6805118,495.53,7,7,ASCENT,ASCENT,,
961.98,5.75,nan,25,2023/09/14,07:02:07,7.1992775,61.6805098,496.193,7,7,ASCENT,ASCENT,,
961.85,5.72,nan,25,2023/09/14,07:02:08,7.1992776,61.6805133,497.853,7,7,ASCENT,ASCENT,,
961.68,5.71,nan,25,2023/09/14,07:02:09,7.1992813,61.6805194,500.326,7,7,ASCENT,ASCENT,,
961.57,5.71,nan,25,2023/09/14,07:02:10,7.1992803,61.6805197,501.577,7,7,ASCENT,ASCENT,,
961.47,5.7,nan,25,2023/09/14,07:02:11,7.1992808,61.6805166,502.484,7,7,ASCENT,ASCENT,,
961.32,5.71,nan,25,2023/09/14,07:02:12,7.1992789,61.6805262,504.607,7,7,ASCENT,ASCENT,,
961.15,5.74,nan,25,2023/09/14,07:02:13,7.1992769,61.6805289,506.758,7,7,ASCENT,ASCENT,,
961,5.75,nan,25,2023/09/14,07:02:14,7.1992751,61.6805308,508.676,7,7,ASCENT,ASCENT,,
960.89,5.75,nan,25,2023/09/14,07:02:15,7.1992771,61.6805278,509.537,7,7,ASCENT,ASCENT,,
960.78,5.75,nan,25,2023/09/14,07:02:16,7.1992786,61.6805299,511.144,7,7,ASCENT,ASCENT,,
960.68,5.75,nan,25,2023/09/14,07:02:17,7.1992882,61.6805259,513.661,7,7,ASCENT,ASCENT,,
960.53,5.75,nan,25,2023/09/14,07:02:18,7.1992807,61.680532,515.114,7,7,ASCENT,ASCENT,,
960.37,5.74,nan,25,2023/09/14,07:02:19,7.1992807,61.6805306,515.822,7,7,ASCENT,ASCENT,,
960.25,5.71,nan,25,2023/09/14,07:02:20,7.1992817,61.6805345,517.601,7,7,ASCENT,ASCENT,,
960.08,5.7,nan,25,2023/09/14,07:02:21,7.19928,61.680538,519.158,7,7,ASCENT,ASCENT,,
959.91,5.7,nan,25,2023/09/14,07:02:22,7.1992826,61.6805371,521.358,7,7,ASCENT,ASCENT,,
959.78,5.71,nan,25,2023/09/14,07:02:23,7.1992795,61.6805335,522.131,7,7,ASCENT,ASCENT,,
959.62,5.71,nan,25,2023/09/14,07:02:24,7.1992788,61.6805276,522.245,7,7,ASCENT,ASCENT,,
958.84,5.74,nan,25,2023/09/14,07:02:30,7.1992579,61.6802746,487.017,8,7,#REF!,,#VALUE!,
958.7,5.77,nan,25,2023/09/14,07:02:31,7.1992545,61.680273,487.946,8,7,ASCENT,ASCENT,,
958.6,5.8,nan,25,2023/09/14,07:02:32,7.1992502,61.6802676,487.63,8,7,,ASCENT,,
958.47,5.78,nan,25,2023/09/14,07:02:33,7.1992505,61.6802622,487.448,8,7,,,,
958.35,5.79,nan,25,2023/09/14,07:02:34,7.1992532,61.6802629,488.571,8,7,ASCENT,ASCENT,,
958.22,5.77,nan,25,2023/09/14,07:02:35,7.1992515,61.6802639,488.815,8,7,ASCENT,ASCENT,,
957.99,5.73,nan,25,2023/09/14,07:02:36,7.1992558,61.6802656,490.858,8,7,ASCENT,ASCENT,,
957.89,5.71,nan,25,2023/09/14,07:02:37,7.1992566,61.6802646,491.973,8,7,ASCENT,ASCENT,,
957.79,5.73,nan,25,2023/09/14,07:02:38,7.1992547,61.6802662,493.275,8,7,ASCENT,ASCENT,,
957.63,5.74,nan,25,2023/09/14,07:02:39,7.1992537,61.680274,496.065,10,7,ASCENT,ASCENT,,
957.48,5.82,nan,25,2023/09/14,07:02:40,7.199251,61.6802742,497.347,10,7,ASCENT,ASCENT,,
957.34,5.88,nan,25,2023/09/14,07:02:41,7.1992492,61.6802748,498.591,10,7,ASCENT,ASCENT,,
957.2,5.92,nan,25,2023/09/14,07:02:42,7.1992519,61.6802801,501.331,10,7,ASCENT,ASCENT,,
957.01,5.99,nan,25,2023/09/14,07:02:43,7.1992539,61.6802864,504.374,10,7,ASCENT,ASCENT,,
956.83,6,nan,25,2023/09/14,07:02:44,7.1992507,61.6802883,506.202,10,7,ASCENT,ASCENT,,
956.68,6.04,nan,25,2023/09/14,07:02:45,7.1992482,61.6802878,507.842,10,7,ASCENT,ASCENT,,
956.45,6.03,nan,25,2023/09/14,07:02:46,7.1992486,61.6802887,510.055,10,7,ASCENT,ASCENT,,
956.31,6.04,nan,25,2023/09/14,07:02:47,7.1992483,61.6802902,512.042,10,7,ASCENT,ASCENT,,
956.05,6.04,nan,25,2023/09/14,07:02:48,7.1992458,61.6802921,513.238,10,7,ASCENT,ASCENT,,
955.86,6.05,nan,25,2023/09/14,07:02:49,7.1992472,61.6802949,515.56,10,7,ASCENT,ASCENT,,
955.63,6.04,nan,25,2023/09/14,07:02:50,7.1992457,61.6802965,517.531,10,7,ASCENT,ASCENT,,
955.44,6,nan,25,2023/09/14,07:02:51,7.1992428,61.6802973,519.049,10,7,ASCENT,ASCENT,,
955.23,6.03,nan,25,2023/09/14,07:02:52,7.1992397,61.6802978,520.313,10,7,ASCENT,ASCENT,,
955,6.08,nan,25,2023/09/14,07:02:53,7.1992422,61.6803002,522.576,10,7,ASCENT,ASCENT,,
954.83,6.12,nan,25,2023/09/14,07:02:54,7.1992444,61.680301,524.266,10,7,ASCENT,ASCENT,,
954.6,6.11,nan,25,2023/09/14,07:02:55,7.1992451,61.6803002,526.142,10,7,ASCENT,ASCENT,,
954.38,6.15,nan,25,2023/09/14,07:02:56,7.1992438,61.6803019,527.758,10,7,ASCENT,ASCENT,,
954.2,6.17,nan,25,2023/09/14,07:02:57,7.1992474,61.6803056,530.445,10,7,ASCENT,ASCENT,,
954.01,6.19,nan,25,2023/09/14,07:02:58,7.1992478,61.6803069,532.739,10,7,ASCENT,ASCENT,,
953.77,6.17,nan,25,2023/09/14,07:02:59,7.1992459,61.6803049,534.039,10,7,ASCENT,ASCENT,,
953.54,6.16,nan,25,2023/09/14,07:03:00,7.1992499,61.6803064,536.785,10,7,ASCENT,ASCENT,,
953.34,6.14,nan,25,2023/09/14,07:03:01,7.1992489,61.6803077,538.816,10,7,ASCENT,ASCENT,,
953.12,6.13,nan,25,2023/09/14,07:03:02,7.1992495,61.6803093,541.041,10,7,ASCENT,ASCENT,,
952.92,6.12,nan,25,2023/09/14,07:03:03,7.1992465,61.6803103,542.771,10,7,ASCENT,ASCENT,,
952.64,6.12,nan,25,2023/09/14,07:03:04,7.1992454,61.6803122,544.885,10,7,ASCENT,ASCENT,,
952.44,6.11,nan,25,2023/09/14,07:03:05,7.1992466,61.6803133,547.039,10,7,ASCENT,ASCENT,,
952.22,6.11,nan,25,2023/09/14,07:03:06,7.1992494,61.6803161,549.899,10,7,ASCENT,ASCENT,,
951.99,6.11,nan,25,2023/09/14,07:03:07,7.1992493,61.6803207,552.627,10,7,ASCENT,ASCENT,,
951.74,6.08,nan,25,2023/09/14,07:03:08,7.1992447,61.6803208,554.66,10,7,ASCENT,ASCENT,,
951.49,6.08,nan,25,2023/09/14,07:03:09,7.1992445,61.6803197,556.972,10,7,ASCENT,ASCENT,,
951.25,6.05,nan,25,2023/09/14,07:03:10,7.1992468,61.6803217,559.609,10,7,ASCENT,ASCENT,,
950.99,6.03,nan,25,2023/09/14,07:03:11,7.1992443,61.6803228,561.801,10,7,ASCENT,ASCENT,,
950.78,6.02,nan,25,2023/09/14,07:03:12,7.199242,61.6803234,563.752,10,7,ASCENT,ASCENT,,
950.58,5.99,nan,25,2023/09/14,07:03:13,7.1992443,61.6803243,566.103,10,7,ASCENT,ASCENT,,
950.29,6,nan,25,2023/09/14,07:03:14,7.199245,61.6803243,568.367,10,7,ASCENT,ASCENT,,
950.05,5.99,nan,25,2023/09/14,07:03:15,7.1992436,61.6803234,570.547,10,7,ASCENT,ASCENT,,
949.83,5.93,nan,25,2023/09/14,07:03:16,7.1992423,61.6803229,572.711,10,7,ASCENT,ASCENT,,
949.58,5.97,nan,25,2023/09/14,07:03:17,7.1992442,61.6803247,575.679,10,7,ASCENT,ASCENT,,
949.38,5.95,nan,25,2023/09/14,07:03:18,7.1992434,61.6803258,578.107,10,7,ASCENT,ASCENT,,
949.11,5.95,nan,25,2023/09/14,07:03:19,7.1992419,61.6803266,580.313,10,7,ASCENT,ASCENT,,
948.88,5.95,nan,25,2023/09/14,07:03:20,7.1992433,61.6803276,582.988,10,7,ASCENT,ASCENT,,
948.64,5.95,nan,25,2023/09/14,07:03:21,7.1992444,61.6803274,585.603,10,7,ASCENT,ASCENT,,
948.42,5.96,nan,25,2023/09/14,07:03:22,7.1992451,61.6803281,588.275,10,7,ASCENT,ASCENT,,
948.17,5.95,nan,25,2023/09/14,07:03:23,7.1992449,61.6803299,590.818,10,7,ASCENT,ASCENT,,
947.96,5.96,nan,25,2023/09/14,07:03:24,7.1992409,61.6803298,592.599,10,7,ASCENT,ASCENT,,
947.69,5.97,nan,25,2023/09/14,07:03:25,7.1992406,61.6803307,594.859,10,7,ASCENT,ASCENT,,
947.45,5.95,nan,25,2023/09/14,07:03:26,7.1992389,61.6803294,596.612,10,7,ASCENT,ASCENT,,
947.2,5.96,nan,25,2023/09/14,07:03:27,7.199241,61.6803284,599.052,10,7,ASCENT,ASCENT,,
946.94,5.94,nan,25,2023/09/14,07:03:28,7.1992436,61.6803289,601.817,10,7,ASCENT,ASCENT,,
946.72,5.91,nan,25,2023/09/14,07:03:29,7.1992439,61.6803285,604.17,10,7,ASCENT,ASCENT,,
946.44,5.91,nan,25,2023/09/14,07:03:30,7.1992439,61.6803301,606.588,10,7,ASCENT,ASCENT,,
946.21,6.02,nan,25,2023/09/14,07:03:31,7.1992421,61.6803308,608.372,10,7,ASCENT,ASCENT,,
945.95,6.1,nan,25,2023/09/14,07:03:32,7.1992436,61.6803326,610.796,10,7,ASCENT,ASCENT,,
945.77,6.15,nan,25,2023/09/14,07:03:33,7.1992427,61.680334,613.165,10,7,ASCENT,ASCENT,,
945.5,6.17,nan,25,2023/09/14,07:03:34,7.1992407,61.6803363,615.364,10,7,ASCENT,ASCENT,,
945.24,6.19,nan,25,2023/09/14,07:03:35,7.199237,61.6803359,616.96,10,7,ASCENT,ASCENT,,
944.99,6.21,nan,25,2023/09/14,07:03:36,7.1992388,61.680335,619.533,10,7,ASCENT,ASCENT,,
944.72,6.2,nan,25,2023/09/14,07:03:37,7.1992436,61.6803353,622.544,10,7,ASCENT,ASCENT,,
944.5,6.19,nan,25,2023/09/14,07:03:38,7.1992445,61.6803361,623.967,10,7,ASCENT,ASCENT,,
944.35,6.2,nan,25,2023/09/14,07:03:39,7.1992475,61.6803386,626.112,10,7,ASCENT,ASCENT,,
944.11,6.21,nan,25,2023/09/14,07:03:40,7.1992477,61.6803404,628.361,10,7,ASCENT,ASCENT,,
943.82,6.23,nan,25,2023/09/14,07:03:41,7.1992486,61.6803424,630.468,10,7,ASCENT,ASCENT,,
943.63,6.24,nan,25,2023/09/14,07:03:41,7.1992486,61.6803424,630.468,10,7,ASCENT,ASCENT,,
943.63,6.24,nan,25,2023/09/14,07:03:42,7.1992533,61.6803443,633.211,10,7,ASCENT,ASCENT,,
943.34,6.27,nan,25,2023/09/14,07:03:43,7.1992504,61.6803441,634.852,10,7,ASCENT,ASCENT,,
943.12,6.26,nan,25,2023/09/14,07:03:44,7.1992512,61.6803436,637.21,10,7,ASCENT,ASCENT,,
942.87,6.24,nan,25,2023/09/14,07:03:45,7.1992515,61.6803454,639.718,10,7,ASCENT,ASCENT,,
942.64,6.26,nan,25,2023/09/14,07:03:46,7.1992494,61.6803471,641.91,10,7,ASCENT,ASCENT,,
942.36,6.28,nan,25,2023/09/14,07:03:47,7.1992474,61.6803485,644.255,10,7,ASCENT,ASCENT,,
942.17,6.31,nan,25,2023/09/14,07:03:48,7.199247,61.6803488,646.489,10,7,ASCENT,ASCENT,,
941.95,6.33,nan,25,2023/09/14,07:03:49,7.1992508,61.6803504,649.303,10,7,ASCENT,ASCENT,,
941.69,6.33,nan,25,2023/09/14,07:03:50,7.1992484,61.6803515,651.065,10,7,ASCENT,ASCENT,,
941.42,6.35,nan,25,2023/09/14,07:03:51,7.199249,61.6803545,653.242,10,7,ASCENT,ASCENT,,
941.22,6.32,nan,25,2023/09/14,07:03:52,7.1992461,61.6803566,654.87,10,7,ASCENT,ASCENT,,
940.98,6.34,nan,25,2023/09/14,07:03:53,7.1992467,61.6803572,657.098,10,7,ASCENT,ASCENT,,
940.75,6.32,nan,25,2023/09/14,07:03:54,7.1992463,61.6803571,659.259,10,7,ASCENT,ASCENT,,
940.49,6.31,nan,25,2023/09/14,07:03:55,7.1992484,61.6803581,661.574,10,7,ASCENT,ASCENT,,
940.32,6.3,nan,25,2023/09/14,07:03:56,7.1992476,61.6803586,663.13,10,7,ASCENT,ASCENT,,
940.07,6.32,nan,25,2023/09/14,07:03:57,7.1992467,61.6803592,665.074,10,7,ASCENT,ASCENT,,
939.8,6.32,nan,25,2023/09/14,07:03:58,7.1992488,61.6803581,667.415,10,7,ASCENT,ASCENT,,
939.54,6.31,nan,25,2023/09/14,07:03:59,7.1992467,61.6803589,669.234,10,7,ASCENT,ASCENT,,
939.33,6.31,nan,25,2023/09/14,07:04:00,7.1992443,61.6803591,671.165,10,7,ASCENT,ASCENT,,
939.09,6.3,nan,25,2023/09/14,07:04:01,7.1992398,61.6803611,673.292,12,7,ASCENT,ASCENT,,
938.94,6.31,nan,25,2023/09/14,07:04:02,7.1992384,61.6803633,675.826,12,7,ASCENT,ASCENT,,
938.66,6.31,nan,25,2023/09/14,07:04:03,7.1992387,61.6803642,678.294,12,7,ASCENT,ASCENT,,
938.4,6.31,nan,25,2023/09/14,07:04:04,7.199239,61.680363,680.456,12,7,ASCENT,ASCENT,,
938.2,6.27,nan,25,2023/09/14,07:04:05,7.1992374,61.680366,682.832,12,7,ASCENT,ASCENT,,
937.97,6.28,nan,25,2023/09/14,07:04:06,7.199235,61.6803715,685.272,12,7,ASCENT,ASCENT,,
937.72,6.24,nan,25,2023/09/14,07:04:07,7.1992339,61.6803799,688.65,12,7,ASCENT,ASCENT,,
937.47,6.21,nan,25,2023/09/14,07:04:08,7.1992323,61.680386,691.459,12,7,ASCENT,ASCENT,,
937.25,6.23,nan,25,2023/09/14,07:04:09,7.1992297,61.6803914,694.15,12,7,ASCENT,ASCENT,,
936.94,6.2,nan,25,2023/09/14,07:04:10,7.1992281,61.6803955,696.653,12,7,ASCENT,ASCENT,,
936.76,6.2,nan,25,2023/09/14,07:04:11,7.1992251,61.6803986,699.122,12,7,ASCENT,ASCENT,,
936.46,6.21,nan,25,2023/09/14,07:04:12,7.1992231,61.6804009,701.921,12,7,ASCENT,ASCENT,,
936.24,6.21,nan,25,2023/09/14,07:04:13,7.1992215,61.6804026,704.293,12,7,ASCENT,ASCENT,,
936.08,6.2,nan,25,2023/09/14,07:04:14,7.1992215,61.6804059,706.655,12,7,ASCENT,ASCENT,,
935.77,6.2,nan,25,2023/09/14,07:04:15,7.1992201,61.6804078,709.174,12,7,ASCENT,ASCENT,,
935.54,6.22,nan,25,2023/09/14,07:04:16,7.1992177,61.6804095,711.474,12,7,ASCENT,ASCENT,,
935.32,6.17,nan,25,2023/09/14,07:04:17,7.1992165,61.6804095,713.445,12,7,ASCENT,ASCENT,,
935.07,6.2,nan,25,2023/09/14,07:04:18,7.1992172,61.6804098,715.554,12,7,ASCENT,ASCENT,,
934.81,6.17,nan,25,2023/09/14,07:04:19,7.1992172,61.6804112,717.524,12,7,ASCENT,ASCENT,,
934.68,6.15,nan,25,2023/09/14,07:04:20,7.199216,61.6804133,719.453,12,7,ASCENT,ASCENT,,
934.41,6.16,nan,25,2023/09/14,07:04:21,7.1992152,61.6804144,721.455,12,7,ASCENT,ASCENT,,
934.19,6.15,nan,25,2023/09/14,07:04:22,7.199213,61.6804137,723.02,12,7,ASCENT,ASCENT,,
933.98,6.12,nan,25,2023/09/14,07:04:23,7.1992107,61.6804153,724.862,12,7,ASCENT,ASCENT,,
933.81,6.1,nan,25,2023/09/14,07:04:24,7.1992092,61.6804152,726.376,12,7,ASCENT,ASCENT,,
933.59,6.07,nan,25,2023/09/14,07:04:25,7.1992076,61.6804158,728.11,12,7,ASCENT,ASCENT,,
933.39,6.05,nan,25,2023/09/14,07:04:26,7.1992052,61.6804161,729.877,12,7,ASCENT,ASCENT,,
933.15,6.05,nan,25,2023/09/14,07:04:27,7.1992035,61.6804174,731.814,12,7,ASCENT,ASCENT,,
933.01,6.08,nan,25,2023/09/14,07:04:28,7.1992019,61.6804184,733.661,12,7,ASCENT,ASCENT,,
932.73,6.14,nan,25,2023/09/14,07:04:29,7.1991999,61.6804171,735.353,12,7,ASCENT,ASCENT,,
932.48,6.19,nan,25,2023/09/14,07:04:30,7.1991986,61.6804159,737.376,12,7,ASCENT,ASCENT,,
932.3,6.2,nan,25,2023/09/14,07:04:31,7.199198,61.680415,739.248,13,7,ASCENT,ASCENT,,
932.09,6.21,nan,25,2023/09/14,07:04:32,7.1991982,61.6804148,741.173,13,7,ASCENT,ASCENT,,
931.9,6.18,nan,25,2023/09/14,07:04:33,7.1991978,61.6804144,743.072,13,7,ASCENT,ASCENT,,
931.62,6.16,nan,25,2023/09/14,07:04:34,7.1991962,61.6804137,745.097,13,7,ASCENT,ASCENT,,
931.42,6.17,nan,25,2023/09/14,07:04:35,7.1991961,61.6804141,747.275,13,7,ASCENT,ASCENT,,
931.17,6.2,nan,25,2023/09/14,07:04:36,7.1991961,61.6804157,749.517,13,7,ASCENT,ASCENT,,
930.95,6.19,nan,25,2023/09/14,07:04:37,7.1991968,61.680418,751.862,13,7,ASCENT,ASCENT,,
930.69,6.14,nan,25,2023/09/14,07:04:38,7.1991974,61.6804177,753.827,13,7,ASCENT,ASCENT,,
930.44,6.12,nan,25,2023/09/14,07:04:38,7.1991974,61.6804177,753.827,13,7,ASCENT,ASCENT,,
930.44,6.12,nan,25,2023/09/14,07:04:39,7.199198,61.6804178,755.843,13,7,ASCENT,ASCENT,,
930.21,6.12,nan,25,2023/09/14,07:04:40,7.1991988,61.6804189,757.924,13,7,ASCENT,ASCENT,,
929.99,6.11,nan,25,2023/09/14,07:04:41,7.1991978,61.6804181,760.029,13,7,ASCENT,ASCENT,,
929.76,6.11,nan,25,2023/09/14,07:04:42,7.1991957,61.6804163,761.977,13,7,ASCENT,ASCENT,,
929.54,6.12,nan,25,2023/09/14,07:04:43,7.1991943,61.6804172,764.08,13,7,ASCENT,ASCENT,,
929.26,6.11,nan,25,2023/09/14,07:04:44,7.1991939,61.6804184,766.372,13,7,ASCENT,ASCENT,,
929.02,6.12,nan,25,2023/09/14,07:04:45,7.1991936,61.6804184,768.556,13,7,ASCENT,ASCENT,,
928.8,6.14,nan,25,2023/09/14,07:04:46,7.1991929,61.680419,770.805,13,7,ASCENT,ASCENT,,
928.53,6.17,nan,25,2023/09/14,07:04:47,7.1991924,61.6804211,773.344,13,7,ASCENT,ASCENT,,
928.29,6.13,nan,25,2023/09/14,07:04:48,7.1991919,61.6804211,775.271,13,7,ASCENT,ASCENT,,
928.07,6.1,nan,25,2023/09/14,07:04:49,7.1991923,61.6804202,777.348,13,7,ASCENT,ASCENT,,
927.84,6.19,nan,25,2023/09/14,07:04:50,7.1991933,61.6804183,779.436,13,7,ASCENT,ASCENT,,
927.65,6.3,nan,25,2023/09/14,07:04:51,7.1991931,61.6804177,781.575,13,7,ASCENT,ASCENT,,
927.42,6.35,nan,25,2023/09/14,07:04:52,7.199193,61.6804175,783.553,13,7,ASCENT,ASCENT,,
927.2,6.39,nan,25,2023/09/14,07:04:53,7.1991939,61.6804184,785.634,13,7,ASCENT,ASCENT,,
926.98,6.44,nan,25,2023/09/14,07:04:54,7.1991938,61.6804194,787.748,13,7,ASCENT,ASCENT,,
926.72,6.5,nan,25,2023/09/14,07:04:55,7.1991941,61.6804188,789.691,13,7,ASCENT,ASCENT,,
926.48,6.49,nan,25,2023/09/14,07:04:56,7.1991946,61.6804184,791.603,13,7,ASCENT,ASCENT,,
926.27,6.44,nan,25,2023/09/14,07:04:57,7.1991945,61.6804186,793.783,13,7,ASCENT,ASCENT,,
926.06,6.38,nan,25,2023/09/14,07:04:58,7.1991945,61.6804171,795.827,13,7,ASCENT,ASCENT,,
925.81,6.34,nan,25,2023/09/14,07:04:59,7.1991949,61.6804167,797.892,13,7,ASCENT,ASCENT,,
925.55,6.28,nan,25,2023/09/14,07:05:00,7.1991961,61.6804163,799.977,13,7,ASCENT,ASCENT,,
925.37,6.36,nan,25,2023/09/14,07:05:01,7.1991969,61.6804164,802.086,13,7,ASCENT,ASCENT,,
925.14,6.35,nan,25,2023/09/14,07:05:02,7.1991969,61.6804166,803.989,13,7,ASCENT,ASCENT,,
924.92,6.32,nan,25,2023/09/14,07:05:03,7.1991973,61.6804163,805.914,13,7,ASCENT,ASCENT,,
924.69,6.26,nan,25,2023/09/14,07:05:04,7.1991973,61.6804163,807.833,13,7,ASCENT,ASCENT,,
924.47,6.1,nan,25,2023/09/14,07:05:05,7.1991979,61.6804161,809.728,13,7,ASCENT,ASCENT,,
924.22,5.92,nan,25,2023/09/14,07:05:06,7.199197,61.6804158,811.614,13,7,ASCENT,ASCENT,,
924,5.77,nan,25,2023/09/14,07:05:07,7.1991952,61.6804176,814.02,13,7,ASCENT,ASCENT,,
923.75,5.73,nan,25,2023/09/14,07:05:08,7.1991945,61.6804169,815.948,13,7,ASCENT,ASCENT,,
923.56,5.85,nan,25,2023/09/14,07:05:09,7.199195,61.6804167,817.961,13,7,ASCENT,ASCENT,,
923.33,5.88,nan,25,2023/09/14,07:05:10,7.1991954,61.6804163,819.843,13,7,ASCENT,ASCENT,,
923.07,5.87,nan,25,2023/09/14,07:05:11,7.1991961,61.6804166,821.814,13,7,ASCENT,ASCENT,,
922.87,5.82,nan,25,2023/09/14,07:05:12,7.1991974,61.6804172,823.911,13,7,ASCENT,ASCENT,,
922.64,5.81,nan,25,2023/09/14,07:05:13,7.1991985,61.6804178,826.026,13,7,ASCENT,ASCENT,,
922.46,5.86,nan,25,2023/09/14,07:05:14,7.1991996,61.6804179,828.16,13,7,ASCENT,ASCENT,,
922.17,5.85,nan,25,2023/09/14,07:05:15,7.1991994,61.6804174,830.099,13,7,ASCENT,ASCENT,,
921.96,5.84,nan,25,2023/09/14,07:05:16,7.1991985,61.6804175,832.061,13,7,ASCENT,ASCENT,,
921.74,5.84,nan,25,2023/09/14,07:05:17,7.1991972,61.6804185,834.223,13,7,ASCENT,ASCENT,,
921.49,5.79,nan,25,2023/09/14,07:05:18,7.1991955,61.6804181,836.169,13,7,ASCENT,ASCENT,,
921.27,5.79,nan,25,2023/09/14,07:05:19,7.1991941,61.6804176,838.137,13,7,ASCENT,ASCENT,,
921.06,5.92,nan,25,2023/09/14,07:05:20,7.1991935,61.6804173,840.113,13,7,ASCENT,ASCENT,,
920.8,6.03,nan,25,2023/09/14,07:05:21,7.1991927,61.680416,841.986,13,7,ASCENT,ASCENT,,
920.62,6.08,nan,25,2023/09/14,07:05:22,7.1991915,61.6804152,843.916,13,7,ASCENT,ASCENT,,
920.36,6.08,nan,25,2023/09/14,07:05:23,7.1991909,61.6804151,845.73,13,7,ASCENT,ASCENT,,
920.17,6.08,nan,25,2023/09/14,07:05:24,7.1991904,61.6804155,847.733,13,7,ASCENT,ASCENT,,
919.94,6.05,nan,25,2023/09/14,07:05:25,7.1991907,61.6804151,849.819,13,7,ASCENT,ASCENT,,
919.75,5.97,nan,25,2023/09/14,07:05:26,7.1991898,61.6804147,851.618,13,7,ASCENT,ASCENT,,
919.52,5.94,nan,25,2023/09/14,07:05:27,7.199189,61.6804161,853.752,13,7,ASCENT,ASCENT,,
919.28,5.92,nan,25,2023/09/14,07:05:28,7.1991897,61.6804164,855.595,13,7,ASCENT,ASCENT,,
919.13,5.91,nan,25,2023/09/14,07:05:29,7.1991901,61.6804155,857.029,13,7,ASCENT,ASCENT,,
918.91,5.92,nan,25,2023/09/14,07:05:30,7.199191,61.6804161,858.931,13,7,ASCENT,ASCENT,,
918.71,5.88,nan,25,2023/09/14,07:05:31,7.199192,61.6804165,860.787,13,7,ASCENT,ASCENT,,
918.49,5.83,nan,25,2023/09/14,07:05:32,7.1991925,61.6804168,863.064,13,7,ASCENT,ASCENT,,
918.24,5.7,nan,25,2023/09/14,07:05:33,7.1991915,61.6804166,865.234,13,7,ASCENT,ASCENT,,
918,5.65,nan,25,2023/09/14,07:05:34,7.1991905,61.6804168,867.156,13,7,ASCENT,ASCENT,,
917.78,5.64,nan,25,2023/09/14,07:05:35,7.199192,61.6804168,869.08,13,7,ASCENT,ASCENT,,
917.58,5.59,nan,25,2023/09/14,07:05:36,7.1991937,61.6804172,870.956,13,7,ASCENT,ASCENT,,
917.3,5.5,nan,25,2023/09/14,07:05:37,7.1991956,61.6804192,873.16,13,7,ASCENT,ASCENT,,
917.16,5.44,nan,25,2023/09/14,07:05:38,7.1991969,61.6804194,875.092,13,7,ASCENT,ASCENT,,
916.93,5.38,nan,25,2023/09/14,07:05:39,7.1991981,61.6804185,877.116,13,7,ASCENT,ASCENT,,
916.73,5.43,nan,25,2023/09/14,07:05:40,7.1991991,61.6804178,878.931,13,7,ASCENT,ASCENT,,
916.46,5.66,nan,25,2023/09/14,07:05:41,7.1991982,61.6804177,880.773,13,7,ASCENT,ASCENT,,
916.29,5.73,nan,25,2023/09/14,07:05:42,7.1991975,61.6804175,882.712,13,7,ASCENT,ASCENT,,
916.07,5.72,nan,25,2023/09/14,07:05:43,7.1991967,61.680417,884.525,13,7,ASCENT,ASCENT,,
915.84,5.7,nan,25,2023/09/14,07:05:44,7.1991961,61.680417,886.498,13,7,ASCENT,ASCENT,,
915.59,5.61,nan,25,2023/09/14,07:05:45,7.199196,61.6804169,888.338,13,7,ASCENT,ASCENT,,
915.4,5.57,nan,25,2023/09/14,07:05:46,7.1991968,61.6804178,890.077,13,7,ASCENT,ASCENT,,
915.2,5.5,nan,25,2023/09/14,07:05:47,7.1991979,61.6804186,891.97,13,7,ASCENT,ASCENT,,
914.94,5.43,nan,25,2023/09/14,07:05:48,7.1991985,61.680419,893.515,13,7,ASCENT,ASCENT,,
914.81,5.42,nan,25,2023/09/14,07:05:49,7.1991985,61.6804188,894.88,13,7,ASCENT,ASCENT,,
914.68,5.38,nan,25,2023/09/14,07:05:50,7.1991988,61.6804196,896.392,13,7,ASCENT,ASCENT,,
914.49,5.3,nan,25,2023/09/14,07:05:51,7.1991993,61.6804212,897.742,13,7,ASCENT,ASCENT,,
914.3,5.27,nan,25,2023/09/14,07:05:52,7.1991998,61.6804216,898.652,13,7,ASCENT,ASCENT,,
914.15,5.2,nan,25,2023/09/14,07:05:53,7.1991995,61.680422,898.976,13,7,ASCENT,ASCENT,,
914.26,5.05,nan,25,2023/09/14,07:05:54,7.1991987,61.6804217,898.938,13,7,ASCENT,ASCENT,,
914.26,4.86,nan,25,2023/09/14,07:05:55,7.1991993,61.6804222,899.081,13,7,ASCENT,ASCENT,,
914.24,4.85,nan,25,2023/09/14,07:05:56,7.199201,61.680422,899.232,13,7,ASCENT,ASCENT,,
914.3,5.14,nan,25,2023/09/14,07:05:57,7.1992026,61.6804235,899.662,13,7,ASCENT,ASCENT,,
